concept_id,concept_code,concept_name,vocabulary_id,pcornet_vocabulary_id
45887599,1008104,Backbench reconstruction of cadaver or living donor renal allograft prior to transplantation,CPT4,CH
2109583,50328,"Backbench reconstruction of cadaver or living donor renal allograft prior to transplantation; arterial anastomosis, each",CPT4,CH
2109584,50329,"Backbench reconstruction of cadaver or living donor renal allograft prior to transplantation; ureteral anastomosis, each",CPT4,CH
2109582,50327,"Backbench reconstruction of cadaver or living donor renal allograft prior to transplantation; venous anastomosis, each",CPT4,CH
2109581,50325,"Backbench standard preparation of living donor renal allograft (open or laparoscopic) prior to transplantation, including dissection and removal of perinephric fat and preparation of ureter(s), renal vein(s), and renal artery(s), ligating branches, as nec",CPT4,CH
2109588,50370,Removal of transplanted renal allograft,CPT4,CH
45887600,1008109,"Renal allotransplantation, implantation of graft",CPT4,CH
2109586,50360,"Renal allotransplantation, implantation of graft; without recipient nephrectomy",CPT4,CH
2109587,50365,"Renal allotransplantation, implantation of graft; with recipient nephrectomy",CPT4,CH
45888790,1008098,Renal Transplantation Procedures,CPT4,CH
44786436,G9231,"Documentation of end stage renal disease (esrd), dialysis, renal transplant before or during the measurement period or pregnancy during the measurement period",HCPCS,CH
1314395,G9722,"Documented history of renal failure or baseline serum creatinine = 4.0 mg/dl; renal transplant recipients are not considered to have preoperative renal failure, unless, since transplantation the cr has been or is 4.0 or higher",HCPCS,CH
1314423,G9750,Patient approved by a qualified transplant program and scheduled to receive a living donor kidney transplant,HCPCS,CH
1314421,G9748,Patient approved by a qualified transplant program and scheduled to receive a living donor kidney transplant,HCPCS,CH
40664909,G8727,"Patient receiving hemodialysis, peritoneal dialysis or kidney transplantation",HCPCS,CH
2721092,S2065,Simultaneous pancreas kidney transplantation,HCPCS,CH
2833286,0TY1,"Medical and Surgical @ Urinary System @ Transplantation @ Kidney, Left",ICD10PCS,10
2890060,0TY10,"Medical and Surgical @ Urinary System @ Transplantation @ Kidney, Left @ Open",ICD10PCS,10
2827873,0TY10Z,"Medical and Surgical @ Urinary System @ Transplantation @ Kidney, Left @ Open @ No Device",ICD10PCS,10
2877118,0TY0,"Medical and Surgical @ Urinary System @ Transplantation @ Kidney, Right",ICD10PCS,10
2799812,0TY00,"Medical and Surgical @ Urinary System @ Transplantation @ Kidney, Right @ Open",ICD10PCS,10
2877119,0TY00Z,"Medical and Surgical @ Urinary System @ Transplantation @ Kidney, Right @ Open @ No Device",ICD10PCS,10
2774520,0TY10Z0,"Transplantation of Left Kidney, Allogeneic, Open Approach",ICD10PCS,10
2774521,0TY10Z1,"Transplantation of Left Kidney, Syngeneic, Open Approach",ICD10PCS,10
2774522,0TY10Z2,"Transplantation of Left Kidney, Zooplastic, Open Approach",ICD10PCS,10
2774517,0TY00Z0,"Transplantation of Right Kidney, Allogeneic, Open Approach",ICD10PCS,10
2774518,0TY00Z1,"Transplantation of Right Kidney, Syngeneic, Open Approach",ICD10PCS,10
2774519,0TY00Z2,"Transplantation of Right Kidney, Zooplastic, Open Approach",ICD10PCS,10
2003626,55.69,Other kidney transplantation,ICD9Proc,09
2003622,55.53,Removal of transplanted or rejected kidney,ICD9Proc,09
2003624,55.6,Transplant of kidney,ICD9Proc,09
3545539,834931000000108,Accelerated rejection of renal transplant,SNOMED,OT
4128370,236572007,Accelerated rejection of renal transplant,SNOMED,OT
3545280,830871000000105,Acute-on-chronic rejection of renal transplant,SNOMED,OT
4032298,236582008,Acute-on-chronic rejection of renal transplant,SNOMED,OT
4128371,236574008,Acute rejection of renal transplant,SNOMED,OT
3545287,830931000000104,Acute rejection of renal transplant,SNOMED,OT
3545281,830881000000107,Acute rejection of renal transplant - grade I,SNOMED,OT
4127550,236575009,Acute rejection of renal transplant - grade I,SNOMED,OT
3545282,830891000000109,Acute rejection of renal transplant - grade II,SNOMED,OT
4032296,236576005,Acute rejection of renal transplant - grade II,SNOMED,OT
3545283,830901000000105,Acute rejection of renal transplant - grade III,SNOMED,OT
4127551,236577001,Acute rejection of renal transplant - grade III,SNOMED,OT
46272953,711411006,Allotransplantation of kidney from beating heart cadaver,SNOMED,OT
3525419,261981000000107,"Allotransplantation of kidney from cadaver, heart-beating",SNOMED,OT
44791130,231721000000102,"Allotransplantation of kidney from cadaver, heart-beating",SNOMED,OT
44790290,231691000000106,"Allotransplantation of kidney from cadaver, heart non-beating",SNOMED,OT
3525420,261991000000109,"Allotransplantation of kidney from cadaver, heart non-beating",SNOMED,OT
3578423,262001000000107,Allotransplantation of kidney from cadaver NEC,SNOMED,OT
3569403,244811000000102,Allotransplantation of kidney from cadaver NEC,SNOMED,OT
46273963,711413009,Allotransplantation of kidney from non-beating heart cadaver,SNOMED,OT
35623146,765478004,Allotransplantation of left kidney,SNOMED,OT
35623147,765479007,Allotransplantation of right kidney,SNOMED,OT
3573886,853031000000105,Aneurysm of artery of transplanted kidney,SNOMED,OT
