concept_id,concept_code,concept_name,vocabulary_id
4341374,236170007,Antegrade ureteroscopy,SNOMED
45889851,1008366,Cystourethroscopy with ureteroscopy,CPT4
40273451,112900002,Cystourethroscopy with ureteroscopy and pyeloscopy,SNOMED
2109811,52344,"Cystourethroscopy with ureteroscopy; with treatment of ureteral stricture (eg, balloon dilation, laser, electrocautery, and incision)",CPT4
2109812,52345,"Cystourethroscopy with ureteroscopy; with treatment of ureteropelvic junction stricture (eg, balloon dilation, laser, electrocautery, and incision)",CPT4
45888014,1008370,"Cystourethroscopy, with ureteroscopy and/or pyeloscopy",CPT4
2109802,52335,"Cystourethroscopy, with ureteroscopy and/or pyeloscopy (includes dilation of the ureter and/or pyeloureteral junction by any method);",CPT4
2109804,52337,"Cystourethroscopy, with ureteroscopy and/or pyeloscopy (includes dilation of the ureter and/or pyeloureteral junction by any method); with lithotripsy (ureteral catheterization is included)",CPT4
2109803,52336,"Cystourethroscopy, with ureteroscopy and/or pyeloscopy (includes dilation of the ureter and/or pyeloureteral junction by any method); with removal or manipulation of calculus (ureteral catheterization is included)",CPT4
2109815,52351,"Cystourethroscopy, with ureteroscopy and/or pyeloscopy; diagnostic",CPT4
2109818,52354,"Cystourethroscopy, with ureteroscopy and/or pyeloscopy; with biopsy and/or fulguration of ureteral or renal pelvic lesion",CPT4
2721096,S2070,"Cystourethroscopy, with ureteroscopy and/or pyeloscopy; with endoscopic laser treatment of ureteral calculi (includes ureteral catheterization)",HCPCS
2109817,52353,"Cystourethroscopy, with ureteroscopy and/or pyeloscopy; with lithotripsy (ureteral catheterization is included)",CPT4
44816428,52356,"Cystourethroscopy, with ureteroscopy and/or pyeloscopy; with lithotripsy including insertion of indwelling ureteral stent (eg, Gibbons or double-J type)",CPT4
2109816,52352,"Cystourethroscopy, with ureteroscopy and/or pyeloscopy; with removal or manipulation of calculus (ureteral catheterization is included)",CPT4
44806768,8.13601E+14,Flexible ureteroscopy,SNOMED
44511883,M30.4,Nephroscopic ureteroscopy,OPCS4
44790159,2.29701E+14,Nephroscopic ureteroscopy,SNOMED
2109631,50575,"Renal endoscopy through nephrotomy or pyelotomy, with or without irrigation, instillation, or ureteropyelography, exclusive of radiologic service; with endopyelotomy (includes cystoscopy, ureteroscopy, dilation of ureter and ureteral pelvic junction, inci",CPT4
44806769,8.13611E+14,Rigid ureteroscopy,SNOMED
4263100,361253001,Simple diagnostic ureteroscopy,SNOMED
2003682,56.31,Ureteroscopy,ICD9Proc
4301429,387717002,Ureteroscopy,SNOMED
40599379,48808005,Ureteroscopy,SNOMED
4173487,275071007,Ureteroscopy NEC,SNOMED
40488369,446587003,Ureteroscopy and electrohydraulic lithotripsy of calculus of ureter,SNOMED
40614870,60451009,Ureteroscopy with biopsy,SNOMED
4055881,196539005,Ureteroscopy with biopsy,SNOMED
40259702,176089001,Ureteroscopy: [diagnostic NOS] or [NEC],SNOMED
