concept_id,concept_code,concept_name,vocabulary_id
21022627,OMOP355779,Acetazolamide 5 MG/ML Oral Solution,RxNorm Extension
43026549,OMOP4841645,Acetazolamide 500 MG Injectable Solution [Diamox] Box of 25 by Cooper,RxNorm Extension
44103819,OMOP1098450,Acetazolamide 500 MG Injectable Suspension by Sterimax,RxNorm Extension
21081493,OMOP355800,Acetazolamide 250 MG Extended Release Oral Capsule [Eytazox] Box of 30 by Auden Mckenzie,RxNorm Extension
43834025,OMOP765313,Acetazolamide 250 MG Oral Tablet [Glaupax],RxNorm Extension
43692317,OMOP931965,Acetazolamide Injectable Solution,RxNorm Extension
41163232,OMOP2361194,Acetazolamide 250 MG Oral Tablet [Glaupax] Box of 30,RxNorm Extension
36788132,OMOP4776393,Acetazolamide 500 MG Injection [Diamox] Box of 1,RxNorm Extension
21032366,OMOP355810,Acetazolamide 250 MG Oral Tablet by DE,RxNorm Extension
42723849,OMOP2737119,Acetazolamide 0.911 MG/MG Injectable Solution [Diamox Parenteral],RxNorm Extension
40004826,370525,acetazolamide Oral Tablet,RxNorm
41262816,OMOP2460778,Acetazolamide 500 MG Extended Release Oral Capsule [Diamox] Box of 30 by Mercury,RxNorm Extension
43165963,OMOP512112,Acetazolamide Injectable Suspension [Diamox],RxNorm Extension
44103820,OMOP1098451,Acetazolamide 500 MG Extended Release Oral Capsule [Diamox Src] by Storz,RxNorm Extension
21150227,OMOP355778,Acetazolamide 5 MG/ML,RxNorm Extension
21067401,OMOP291829,1 ML Acetazolamide 20 MG/ML Oral Suspension,RxNorm Extension
43276398,OMOP528916,Acetazolamide 500 MG Injection [Glaumox],RxNorm Extension
44090806,OMOP1085437,Acetazolamide 500 MG Injectable Suspension [Diamox] by Storz,RxNorm Extension
43176954,OMOP425876,Acetazolamide 100 MG/ML Topical Cream [DEFILTRAN],RxNorm Extension
35851095,OMOP5007653,acetazolamide 25 MG,RxNorm Extension
41025648,OMOP2223610,Acetazolamide 250 MG Oral Tablet Box of 240,RxNorm Extension
21081499,OMOP355887,Acetazolamide 4 MG/ML,RxNorm Extension
19072240,307702,acetazolamide 500 MG Injection,RxNorm
41075620,OMOP2273582,Acetazolamide 250 MG Oral Tablet [Glaupax] Box of 100 by Novartis,RxNorm Extension
44029544,OMOP1024175,Acetazolamide 250 MG [Acetazolam],RxNorm Extension
21150232,OMOP355849,Acetazolamide 60 MG/ML,RxNorm Extension
21061881,OMOP355750,Acetazolamide 25 MG/ML Oral Suspension,RxNorm Extension
19021495,566111,acetazolamide 250 MG [Diamox],RxNorm
43707877,OMOP765334,Acetazolamide 250 MG Oral Tablet [Acemit],RxNorm Extension
21032365,OMOP355799,Acetazolamide 250 MG Extended Release Oral Capsule [Eytazox] Box of 30,RxNorm Extension
