"concept_id","concept_code","concept_name","vocabulary_id","pcornet_vocabulary_id"
3037749,"14151-5","Bicarbonate [Moles/volume] in Cord blood","LOINC","LC"
3027273,"14627-4","Bicarbonate [Moles/volume] in Venous blood","LOINC","LC"
3027389,"16461-6","Bicarbonate [Moles/volume] in Red Blood Cells","LOINC","LC"
3025817,"19229-4","Bicarbonate [Moles/volume] in Mixed venous blood","LOINC","LC"
3014218,"19230-2","Bicarbonate [Moles/volume] standard in Arterial blood","LOINC","LC"
3004490,"19231-0","Bicarbonate [Moles/volume] standard in Capillary blood","LOINC","LC"
3007628,"19232-8","Bicarbonate [Moles/volume] standard in Venous blood","LOINC","LC"
3006538,"19233-6","Bicarbonate [Moles/volume] standard in Mixed venous blood","LOINC","LC"
3006576,"1959-6","Bicarbonate [Moles/volume] in Blood","LOINC","LC"
3008152,"1960-4","Bicarbonate [Moles/volume] in Arterial blood","LOINC","LC"
3015235,"1961-2","Bicarbonate [Moles/volume] in Capillary blood","LOINC","LC"
3015473,"1962-0","Bicarbonate [Moles/volume] in Plasma","LOINC","LC"
3016293,"1963-8","Bicarbonate [Moles/volume] in Serum or Plasma","LOINC","LC"
3017809,"28640-1","Bicarbonate [Moles/volume] in Arterial cord blood","LOINC","LC"
3018650,"28641-9","Bicarbonate [Moles/volume] in Venous cord blood","LOINC","LC"
3040637,"39459-3","Bicarbonate [Moles/volume] standard in Venous cord blood","LOINC","LC"
3041008,"39460-1","Bicarbonate [Moles/volume] standard in Arterial cord blood","LOINC","LC"
3050416,"48631-6","Bicarbonate [Moles/volume] in Serum --post dialysis","LOINC","LC"
40757490,"54359-5","Bicarbonate [Moles/volume] in Plasma --post dialysis","LOINC","LC"
42868453,"69964-5","Bicarbonate [Moles/volume] standard in Plasma","LOINC","LC"
36305033,"86920-6","Bicarbonate goal [Moles/volume] Blood","LOINC","LC"
1002192,"94001-5","Bicarbonate [Moles/volume] in Serum or Plasma --1 hour post dose vasopressin","LOINC","LC"
1001686,"94010-6","Bicarbonate [Moles/volume] in Serum or Plasma --2 hours post dose vasopressin","LOINC","LC"
37057819,"LP386552-6","Bicarbonate | Blood | Chemistry - non-challenge","LOINC","LC"
37068572,"LP386553-4","Bicarbonate | Blood arterial | Chemistry - non-challenge","LOINC","LC"
37076969,"LP386554-2","Bicarbonate | Blood capillary | Chemistry - non-challenge","LOINC","LC"
37049671,"LP386555-9","Bicarbonate | Blood cord | Chemistry - non-challenge","LOINC","LC"
37078895,"LP386556-7","Bicarbonate | Blood cord arterial | Chemistry - non-challenge","LOINC","LC"
37044873,"LP386557-5","Bicarbonate | Blood cord venous | Chemistry - non-challenge","LOINC","LC"
37077887,"LP386558-3","Bicarbonate | Blood mixed venous | Chemistry - non-challenge","LOINC","LC"
37052094,"LP386559-1","Bicarbonate | Blood venous | Chemistry - non-challenge","LOINC","LC"
37053332,"LP386565-8","Bicarbonate | Plasma | Chemistry - non-challenge","LOINC","LC"
37049301,"LP386567-4","Bicarbonate | Red Blood Cells | Chemistry - non-challenge","LOINC","LC"
37043622,"LP386568-2","Bicarbonate | Serum | Chemistry - non-challenge","LOINC","LC"
37025013,"LP386569-0","Bicarbonate | Serum or Plasma | Chemistry - non-challenge","LOINC","LC"
40773390,"LP43140-0","Bicarbonate | Blood cord","LOINC","LC"
40786787,"LP43557-5","Bicarbonate | Blood venous","LOINC","LC"
40783568,"LP44758-8","Bicarbonate | Red Blood Cells","LOINC","LC"
40790303,"LP46150-6","Bicarbonate | Blood mixed venous","LOINC","LC"
40777075,"LP46151-4","Bicarbonate | Blood arterial","LOINC","LC"
40780432,"LP46152-2","Bicarbonate | Blood capillary","LOINC","LC"
40790577,"LP48935-8","Bicarbonate | Blood cord arterial","LOINC","LC"
40780746,"LP48936-6","Bicarbonate | Blood cord venous","LOINC","LC"
