concept_id,concept_code,concept_name,vocabulary_id,ancestor_concept_id,name,rxcui
21024116,OMOP382690,Furosemide 20 MG / Spironolactone 50 MG Oral Capsule [Lasilactone] Box of 28,RxNorm Extension,956874,furosemide,4603
40979400,OMOP2177362,Furosemide 80 MG Oral Tablet [Furorese] Box of 50 by Novartis,RxNorm Extension,956874,furosemide,4603
41179590,OMOP2377552,Furosemide 10 MG / Penbutolol 20 MG Oral Tablet Box of 50,RxNorm Extension,956874,furosemide,4603
41351263,OMOP2549225,4 ML Furosemide 10 MG/ML Injectable Solution Box of 500,RxNorm Extension,956874,furosemide,4603
43834246,OMOP808617,Furosemide 500 MG Oral Tablet [Furosemid Ratiopharm] by Ratiopharm,RxNorm Extension,956874,furosemide,4603
35850223,OMOP5006681,furosemide 40 MG Injectable Solution,RxNorm Extension,956874,furosemide,4603
40979411,OMOP2177373,Furosemide 30 MG Extended Release Oral Capsule [Furosemid Abz] Box of 50 by AbZ-Pharma,RxNorm Extension,956874,furosemide,4603
41179585,OMOP2377547,Furosemide 15 MG / Triamterene 25 MG Extended Release Oral Capsule Box of 1000,RxNorm Extension,956874,furosemide,4603
44119226,OMOP1113857,Furosemide 80 MG [Apo Furosemide],RxNorm Extension,956874,furosemide,4603
41291586,OMOP2489548,Furosemide 40 MG Oral Tablet [Furo Puren] Box of 50 by Puren,RxNorm Extension,956874,furosemide,4603
21103845,OMOP403125,Amiloride 5 MG / Furosemide 40 MG Oral Tablet Box of 500,RxNorm Extension,956874,furosemide,4603
21048062,OMOP297688,1 ML Furosemide 1.3 MG/ML Oral Suspension,RxNorm Extension,956874,furosemide,4603
21172555,OMOP403215,Amiloride 5 MG / Furosemide 40 MG Oral Tablet [Co-amilofruse] Box of 56 by Dowelhurst,RxNorm Extension,956874,furosemide,4603
21084175,OMOP403024,Amiloride 2.5 MG / Furosemide 20 MG Oral Tablet [Co-amilofruse] Box of 28 by Wockhardt,RxNorm Extension,956874,furosemide,4603
21077594,OMOP297718,1 ML Furosemide 5 MG/ML Oral Suspension,RxNorm Extension,956874,furosemide,4603
21162828,OMOP403203,Amiloride 5 MG / Furosemide 40 MG Oral Tablet [Co-amilofruse] Box of 56 by Phoenix Labs,RxNorm Extension,956874,furosemide,4603
41346510,OMOP2544472,2 ML Furosemide 10 MG/ML Injectable Solution [Fusid] Box of 5,RxNorm Extension,956874,furosemide,4603
36236856,1173959,Frusemek Oral Product,RxNorm,956874,furosemide,4603
21133086,OMOP402650,Furosemide 20 MG Oral Tablet Box of 28 by Actavis,RxNorm Extension,956874,furosemide,4603
41113226,OMOP2311188,Furosemide / Reserpine Oral Tablet [Terbolan],RxNorm Extension,956874,furosemide,4603
40939340,OMOP2137302,Furosemide 20 MG / Spironolactone 100 MG Oral Tablet [Spironolacton Komb] Box of 20,RxNorm Extension,956874,furosemide,4603
44028577,OMOP1023208,Furosemide 20 MG [Nu-Furosemide],RxNorm Extension,956874,furosemide,4603
43145402,OMOP444263,Furosemide 20 MG Oral Tablet [FUROSEMIDE ARROW] Box of 30 by Arrow,RxNorm Extension,956874,furosemide,4603
