concept_id,concept_code,concept_name,codeset
4329087,431231008,Acute rhinosinusitis,nasal_congestion
4079304,277233008,Anterior rhinorrhea,nasal_congestion
4155092,272034001,C/O nasal congestion,nasal_congestion
4220211,82297005,Congestion of nasal sinus,nasal_congestion
4010481,102617004,Congestion of throat,nasal_congestion
4143715,306941004,Discharge in inferior meatus,nasal_congestion
4143714,306940003,Discharge in middle meatus,nasal_congestion
4195085,68235000,Nasal congestion,nasal_congestion
257683,75803007,Posterior rhinorrhea,nasal_congestion
4167374,417850002,Respiratory tract congestion and cough,nasal_congestion
