concept_id,concept_code,concept_name,vocabulary_id,pcornet_vocabulary_id
45756174,Z49,Care involving dialysis,ICD10,10
45581097,Z99.2,Dependence on renal dialysis,ICD10,10
45537649,Z49.1,Extracorporeal dialysis,ICD10,10
45547245,Y62.2,Failure of sterile precautions during surgical and medical care during kidney dialysis or other perfusion,ICD10,10
45756643,Y61.2,Foreign object accidentally left in body during surgical and medical care during kidney dialysis or other perfusion,ICD10,10
45547253,Y84.1,"Kidney dialysis as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",ICD10,10
45556251,T82.4,Mechanical complication of vascular dialysis catheter,ICD10,10
45576160,Z49.2,Other dialysis,ICD10,10
45571361,Z49.0,Preparatory care for dialysis,ICD10,10
45537583,Y60.2,"Unintentional cut, puncture, perforation or haemorrhage during surgical and medical care during kidney dialysis or other perfusion",ICD10,10
19344,T81.512,Adhesions due to foreign body accidentally left in body following kidney dialysis,ICD10CM,10
45604524,T81.512A,"Adhesions due to foreign body accidentally left in body following kidney dialysis, initial encounter",ICD10CM,10
45541808,T81.512S,"Adhesions due to foreign body accidentally left in body following kidney dialysis, sequela",ICD10CM,10
45551478,T81.512D,"Adhesions due to foreign body accidentally left in body following kidney dialysis, subsequent encounter",ICD10CM,10
19706,T85.611,Breakdown (mechanical) of intraperitoneal dialysis catheter,ICD10CM,10
45575617,T85.611A,"Breakdown (mechanical) of intraperitoneal dialysis catheter, initial encounter",ICD10CM,10
45609388,T85.611S,"Breakdown (mechanical) of intraperitoneal dialysis catheter, sequela",ICD10CM,10
45551544,T85.611D,"Breakdown (mechanical) of intraperitoneal dialysis catheter, subsequent encounter",ICD10CM,10
19438,T82.41,Breakdown (mechanical) of vascular dialysis catheter,ICD10CM,10
45556252,T82.41XA,"Breakdown (mechanical) of vascular dialysis catheter, initial encounter",ICD10CM,10
45609335,T82.41XS,"Breakdown (mechanical) of vascular dialysis catheter, sequela",ICD10CM,10
45541827,T82.41XD,"Breakdown (mechanical) of vascular dialysis catheter, subsequent encounter",ICD10CM,10
45577822,R88.0,Cloudy (hemodialysis) (peritoneal) dialysis effluent,ICD10CM,10
35225436,Z99.2,Dependence on renal dialysis,ICD10CM,10
19712,T85.621,Displacement of intraperitoneal dialysis catheter,ICD10CM,10
45609389,T85.621A,"Displacement of intraperitoneal dialysis catheter, initial encounter",ICD10CM,10
45570770,T85.621S,"Displacement of intraperitoneal dialysis catheter, sequela",ICD10CM,10
45537086,T85.621D,"Displacement of intraperitoneal dialysis catheter, subsequent encounter",ICD10CM,10
19439,T82.42,Displacement of vascular dialysis catheter,ICD10CM,10
45594907,T82.42XA,"Displacement of vascular dialysis catheter, initial encounter",ICD10CM,10
45575569,T82.42XS,"Displacement of vascular dialysis catheter, sequela",ICD10CM,10
45551496,T82.42XD,"Displacement of vascular dialysis catheter, subsequent encounter",ICD10CM,10
1576115,Z49.3,Encounter for adequacy testing for dialysis,ICD10CM,10
45556841,Z49.31,Encounter for adequacy testing for hemodialysis,ICD10CM,10
45566436,Z49.32,Encounter for adequacy testing for peritoneal dialysis,ICD10CM,10
1576113,Z49,Encounter for care involving renal dialysis,ICD10CM,10
45609945,Z49.01,Encounter for fitting and adjustment of extracorporeal dialysis catheter,ICD10CM,10
45585835,Z49.02,Encounter for fitting and adjustment of peritoneal dialysis catheter,ICD10CM,10
35224715,Y62.2,Failure of sterile precautions during kidney dialysis and other perfusion,ICD10CM,10
45552870,I95.3,Hypotension of hemodialysis,ICD10CM,10
19727,T85.71,Infection and inflammatory reaction due to peritoneal dialysis catheter,ICD10CM,10
45604584,T85.71XA,"Infection and inflammatory reaction due to peritoneal dialysis catheter, initial encounter",ICD10CM,10
45604585,T85.71XS,"Infection and inflammatory reaction due to peritoneal dialysis catheter, sequela",ICD10CM,10
45580469,T85.71XD,"Infection and inflammatory reaction due to peritoneal dialysis catheter, subsequent encounter",ICD10CM,10
35224814,Y84.1,"Kidney dialysis as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",ICD10CM,10
19718,T85.631,Leakage of intraperitoneal dialysis catheter,ICD10CM,10
45590127,T85.631A,"Leakage of intraperitoneal dialysis catheter, initial encounter",ICD10CM,10
45599820,T85.631S,"Leakage of intraperitoneal dialysis catheter, sequela",ICD10CM,10
45575619,T85.631D,"Leakage of intraperitoneal dialysis catheter, subsequent encounter",ICD10CM,10
19440,T82.43,Leakage of vascular dialysis catheter,ICD10CM,10
45599765,T82.43XA,"Leakage of vascular dialysis catheter, initial encounter",ICD10CM,10
45585249,T82.43XS,"Leakage of vascular dialysis catheter, sequela",ICD10CM,10
45604540,T82.43XD,"Leakage of vascular dialysis catheter, subsequent encounter",ICD10CM,10
1575218,T82.4,Mechanical complication of vascular dialysis catheter,ICD10CM,10
19354,T81.522,Obstruction due to foreign body accidentally left in body following kidney dialysis,ICD10CM,10
45565821,T81.522A,"Obstruction due to foreign body accidentally left in body following kidney dialysis, initial encounter",ICD10CM,10
45594890,T81.522S,"Obstruction due to foreign body accidentally left in body following kidney dialysis, sequela",ICD10CM,10
45604527,T81.522D,"Obstruction due to foreign body accidentally left in body following kidney dialysis, subsequent encounter",ICD10CM,10
19441,T82.49,Other complication of vascular dialysis catheter,ICD10CM,10
45585250,T82.49XA,"Other complication of vascular dialysis catheter, initial encounter",ICD10CM,10
45594909,T82.49XS,"Other complication of vascular dialysis catheter, sequela",ICD10CM,10
45594908,T82.49XD,"Other complication of vascular dialysis catheter, subsequent encounter",ICD10CM,10
19374,T81.592,Other complications of foreign body accidentally left in body following kidney dialysis,ICD10CM,10
45604528,T81.592A,"Other complications of foreign body accidentally left in body following kidney dialysis, initial encounter",ICD10CM,10
45546692,T81.592S,"Other complications of foreign body accidentally left in body following kidney dialysis, sequela",ICD10CM,10
45575549,T81.592D,"Other complications of foreign body accidentally left in body following kidney dialysis, subsequent encounter",ICD10CM,10
19722,T85.691,Other mechanical complication of intraperitoneal dialysis catheter,ICD10CM,10
45575620,T85.691A,"Other mechanical complication of intraperitoneal dialysis catheter, initial encounter",ICD10CM,10
45570771,T85.691S,"Other mechanical complication of intraperitoneal dialysis catheter, sequela",ICD10CM,10
45537087,T85.691D,"Other mechanical complication of intraperitoneal dialysis catheter, subsequent encounter",ICD10CM,10
45561671,Z91.15,Patient's noncompliance with renal dialysis,ICD10CM,10
19364,T81.532,Perforation due to foreign body accidentally left in body following kidney dialysis,ICD10CM,10
45546689,T81.532A,"Perforation due to foreign body accidentally left in body following kidney dialysis, initial encounter",ICD10CM,10
45551481,T81.532S,"Perforation due to foreign body accidentally left in body following kidney dialysis, sequela",ICD10CM,10
45541811,T81.532D,"Perforation due to foreign body accidentally left in body following kidney dialysis, subsequent encounter",ICD10CM,10
1576114,Z49.0,Preparatory care for renal dialysis,ICD10CM,10
19334,T81.502,Unspecified complication of foreign body accidentally left in body following kidney dialysis,ICD10CM,10
45609310,T81.502A,"Unspecified complication of foreign body accidentally left in body following kidney dialysis, initial encounter",ICD10CM,10
45575539,T81.502S,"Unspecified complication of foreign body accidentally left in body following kidney dialysis, sequela",ICD10CM,10
