concept_id,concept_code,concept_name,codeset
432452,47100003,Anemia of prematurity,prematurity
4079848,276544005,Apnea of prematurity,prematurity
4149449,310523002,Baby premature 24-26 weeks,prematurity
37016220,1.5887E+16,Baby premature 24 weeks,prematurity
37016221,1.58871E+16,Baby premature 25 weeks,prematurity
4149457,310548004,Baby premature 26-28 weeks,prematurity
37016222,1.58871E+16,Baby premature 26 weeks,prematurity
37018684,1.58871E+16,Baby premature 27 weeks,prematurity
46271955,710235005,Baby premature 28-32 weeks,prematurity
37016216,1.575E+16,Baby premature 28 weeks,prematurity
37016217,1.575E+16,Baby premature 29 weeks,prematurity
37016218,1.57501E+16,Baby premature 30 weeks,prematurity
37016213,1.56355E+16,Baby premature 31 weeks,prematurity
46271814,710068006,Baby premature 32-36 weeks,prematurity
37018683,1.56354E+16,Baby premature 32 weeks,prematurity
37018889,1.56354E+16,Baby premature 33 weeks,prematurity
37016212,1.56353E+16,Baby premature 34 weeks,prematurity
762577,4.29151E+14,Baby premature 35-36 weeks,prematurity
37016211,1.56353E+16,Baby premature 35 weeks,prematurity
4149451,310530008,Baby premature 36 weeks,prematurity
4150406,310529003,Baby premature 37 weeks,prematurity
36716686,722840003,Baby premature at delivery 23 completed weeks,prematurity
36716685,722839000,Baby premature at delivery less than 23 weeks,prematurity
36684754,3.43791E+14,Bilateral retinopathy of prematurity,prematurity
37207968,3.43781E+14,Bilateral retinopathy of prematurity of eyes stage 0,prematurity
36684753,3.43771E+14,Bilateral retinopathy of prematurity of eyes stage 1 - demarcation line,prematurity
36684752,3.43761E+14,Bilateral retinopathy of prematurity of eyes stage 2 - intraretinal ridge,prematurity
36684751,3.43751E+14,Bilateral retinopathy of prematurity of eyes stage 3 - ridge with extraretinal fibrovascular proliferation,prematurity
4141513,426850008,Complication of prematurity,prematurity
439128,276658003,Extreme prematurity of infant,prematurity
46270095,1.38091E+14,History of prematurity,prematurity
37209535,1.65199E+16,History of retinopathy of prematurity,prematurity
4060195,161765003,H/O: premature delivery,prematurity
45772056,1.19181E+14,Hypothyroxinemia of prematurity,prematurity
4079972,276648002,Intraventricular hemorrhage of prematurity,prematurity
36716756,722928002,Metabolic bone disease of prematurity,prematurity
201957,2707005,Necrotizing enterocolitis in fetus OR newborn,prematurity
4308227,206525008,Neonatal necrotizing enterocolitis,prematurity
4173343,276703007,Osteopenia of prematurity,prematurity
4097427,25192009,"Premature birth of fraternal twins, both living",prematurity
4142021,34100008,"Premature birth of identical twins, both living",prematurity
4069200,20272009,Premature birth of multiple newborns,prematurity
4272248,367494004,Premature birth of newborn,prematurity
4145125,34089005,Premature birth of newborn quadruplets,prematurity
4029786,13859001,Premature birth of newborn twins,prematurity
4086393,282020008,Premature delivery,prematurity
4049260,12312009,Premature infancy,prematurity
4217564,395507008,Premature infant,prematurity
4147874,310661005,Premature infant 28-37 weeks,prematurity
36675035,771299009,Prematurity of infant,prematurity
45757148,1.07596E+16,Preterm premature rupture of membranes with onset of labor later than 24 hours after rupture,prematurity
45770893,1.07597E+16,Preterm premature rupture of membranes with onset of labor within 24 hours of rupture,prematurity
37311892,789009003,Primary central sleep apnea of prematurity,prematurity
36716741,722911000,Respiratory instability of prematurity,prematurity
373766,415297005,Retinopathy of prematurity,prematurity
36684687,3.38021E+14,Retinopathy of prematurity of left eye,prematurity
36684686,3.38001E+14,Retinopathy of prematurity of left eye stage 1 - demarcation line,prematurity
36684685,3.37991E+14,Retinopathy of prematurity of left eye stage 2 - intraretinal ridge,prematurity
36684684,3.37981E+14,Retinopathy of prematurity of left eye stage 3 - ridge with extraretinal fibrovascular proliferation,prematurity
36684624,3.32411E+14,Retinopathy of prematurity of right eye,prematurity
36684623,3.32391E+14,Retinopathy of prematurity of right eye stage 1 - demarcation line,prematurity
36684622,3.32381E+14,Retinopathy of prematurity of right eye stage 2 - intraretinal ridge,prematurity
36684621,3.32371E+14,Retinopathy of prematurity of right eye stage 3 - ridge with extraretinal fibrovascular proliferation,prematurity
45772079,1.24111E+14,Retinopathy of prematurity stage 0,prematurity
375250,408847006,Retinopathy of prematurity stage 1 - demarcation line,prematurity
375251,408848001,Retinopathy of prematurity stage 2 - intraretinal ridge,prematurity
379009,408849009,Retinopathy of prematurity stage 3 - ridge with extraretinal fibrovascular proliferation,prematurity
443519,408850009,Retinopathy of prematurity stage 4 - subtotal retinal detachment,prematurity
443520,408851008,Retinopathy of prematurity stage 5 - total retinal detachment,prematurity
