concept_id,concept_code,concept_name,codeset
4191650,373895009,Acute respiratory distress,ards
4195694,67782005,Acute respiratory distress syndrome,ards
3661406,6.7481402100011904E+17,Acute respiratory distress syndrome due to disease caused by Severe acute respiratory syndrome coronavirus 2,ards
4060710,162892000,O/E - respiratory distress,ards
4158346,271825005,Respiratory distress,ards
4154698,371044001,Transient respiratory distress with sepsis,ards
4031959,238159008,Desaturation of blood,ards
4248811,408688009,Healthcare associated severe acute respiratory syndrome,ards
437390,389087006,Hypoxemia,ards
756044,4873911,Acute respiratory distress syndrome (ARDS) caused by severe acute respiratory syndrome coronavirus 2,ards
