concept_id,concept_code,concept_name,codeset
4038025,162307009,Aching headache,headache
42539583,735938006,Acute headache,headache
42538611,762353009,Acute headache due to traumatic injury of head,headache
4037891,162301005,Bilateral headache,headache
4158490,272027003,C/O - a headache,headache
373463,95658004,Cough headache syndrome,headache
43530760,571000119103,Daily headache,headache
37016725,712831003,Frequent headache,headache
4147325,267096005,Frontal headache,headache
4115407,301357006,Frontal sinus pain,headache
4036622,162299003,Generalized headache,headache
378253,25064002,Headache,headache
44790934,248661000000105,Increased frequency of headaches,headache
37016721,712826000,Intermittent headache,headache
4103477,301356002,Maxillary sinus pain,headache
4036953,162310002,Morning headache,headache
4162234,398126006,Muscular headache,headache
4195951,44538002,Nasal headache,headache
43530648,121021000119105,New daily persistent headache,headache
4140381,330007,Occipital headache,headache
3170444,19140001000004100,Occipital pain,headache
4315023,86925001,Ocular headache,headache
4170790,274306004,O/E -frontal sinus pain,headache
4170789,274305000,On examination - maxillary sinus pain,headache
40483832,445511002,Orthostatic headache,headache
4037300,162304002,Parietal headache,headache
4038026,162309007,Shooting headache,headache
4172302,4969004,Sinus headache,headache
4212985,41413006,Temporal headache,headache
376382,398057008,Tension-type headache,headache
4036624,162308004,Throbbing headache,headache
4012515,162211001,Viral headache,headache
