concept_id,concept_code,concept_name,codeset
46273416,88171000119100,Acute adenoiditis,sore_throat
4109897,195669000,Acute catarrhal tonsillitis,sore_throat
4112009,195666007,Acute erythematous tonsillitis,sore_throat
4110359,195667003,Acute follicular tonsillitis,sore_throat
40482414,445130008,Acute infective adenoiditis,sore_throat
23798,55355000,Acute laryngopharyngitis,sore_throat
4120324,302911003,Acute lingual tonsillitis,sore_throat
25297,363746003,Acute pharyngitis,sore_throat
4109893,195656004,Acute phlegmonous pharyngitis,sore_throat
24660,17741008,Acute tonsillitis,sore_throat
4112342,195657008,Acute ulcerative pharyngitis,sore_throat
4109896,195668008,Acute ulcerative tonsillitis,sore_throat
4112343,195662009,Acute viral pharyngitis,sore_throat
4110361,195676005,Acute viral tonsillitis,sore_throat
4289744,70020005,Adenoiditis,sore_throat
4131441,126664009,Exudative pharyngitis,sore_throat
4101263,27878001,Follicular tonsillitis,sore_throat
4337956,87326000,Hypertrophic pharyngitis,sore_throat
4193318,312422001,Infective pharyngitis,sore_throat
4110496,195804009,Lingular tonsillitis,sore_throat
4197268,51476001,Nasopharyngitis,sore_throat
4040138,164256007,O/E - follicular tonsillitis,sore_throat
4131442,126665005,Oropharyngeal mucositis,sore_throat
4226263,405737000,Pharyngitis,sore_throat
4110480,195709006,Pharyngolaryngitis,sore_throat
4147326,267102003,Sore throat symptom,sore_throat
4240728,58031004,Suppurative pharyngitis,sore_throat
4014329,10351008,Suppurative tonsillitis,sore_throat
4234533,90176007,Tonsillitis,sore_throat
4190176,39271004,Ulcerative pharyngitis,sore_throat
4031521,14465002,Ulcerative tonsillitis,sore_throat
4035987,1532007,Viral pharyngitis,sore_throat
4093292,186675001,Viral pharyngoconjunctivitis,sore_throat
4198240,51209006,Viral tonsillitis,sore_throat
