"concept_id","concept_code","concept_name","vocabulary_id"
45562711,"M35.0","Sicca syndrome [Sjögren]","ICD10"
1570622,"M35.0","Sicca syndrome [Sjogren]","ICD10CM"
45548403,"M35.00","Sicca syndrome, unspecified","ICD10CM"
45533829,"M35.01","Sicca syndrome with keratoconjunctivitis","ICD10CM"
45577246,"M35.02","Sicca syndrome with lung involvement","ICD10CM"
45577247,"M35.03","Sicca syndrome with myopathy","ICD10CM"
45557866,"M35.04","Sicca syndrome with tubulo-interstitial nephropathy","ICD10CM"
45557867,"M35.09","Sicca syndrome with other organ involvement","ICD10CM"
4130853,"126766000","Lymphoepithelial sialadenitis of Sjögren's syndrome","SNOMED"
40320284,"156455009","(Sicca - Sjogren's - syndrome) or (keraconjunctivitis sicca) or (Sjogren's disease)","SNOMED"
40389146,"190961002","(Marinesco-Sjogren syndrome) or (disorder of metabolism NOS)","SNOMED"
4055370,"196137000","Lung disease with Sjögren's disease","SNOMED"
40405494,"201444003","(Sicca - Sjogren's - syndrome) or (keratoconjunctivitis sicca)","SNOMED"
40401494,"205549003","(Ichthyosiform erythroderma) or (Sjogren-Larsson syndrome)","SNOMED"
4347058,"239912009","Primary Sjögren's syndrome","SNOMED"
4344163,"239915006","Secondary Sjögren's syndrome","SNOMED"
40352977,"267875002","Sicca syndrome","SNOMED"
40353559,"268050000","(Sicca - Sjogren's - syndrome) or (keraconjunctivitis sicca) or (Sjogren's disease)","SNOMED"
46270481,"320681000119102","Tubulointerstitial nephropathy due to Sjogren syndrome","SNOMED"
37110518,"724782005","Demyelination of central nervous system co-occurrent and due to Sjogren disease","SNOMED"
42539352,"762303003","Pediatric onset Sjögren syndrome","SNOMED"
4193620,"78946008","Keratoconjunctivitis sicca, in Sjögren's syndrome","SNOMED"
254443,"83901003","Sjögren's syndrome","SNOMED"
44814064,"905381000000108","Systemic lupus erythematosus/Sjogren's overlap syndrome","SNOMED"
