"concept_id","concept_code","concept_name","vocabulary_id"
45533646,"L63","Alopecia areata","ICD10"
45543376,"L63.0","Alopecia (capitis) totalis","ICD10"
45548201,"L63.1","Alopecia universalis","ICD10"
45577048,"L63.2","Ophiasis","ICD10"
45557708,"L63.8","Other alopecia areata","ICD10"
45596382,"L63.9","Alopecia areata, unspecified","ICD10"
1569792,"L63","Alopecia areata","ICD10CM"
35208591,"L63.0","Alopecia (capitis) totalis","ICD10CM"
35208592,"L63.1","Alopecia universalis","ICD10CM"
35208593,"L63.2","Ophiasis","ICD10CM"
35208594,"L63.8","Other alopecia areata","ICD10CM"
35208595,"L63.9","Alopecia areata, unspecified","ICD10CM"
40397268,"201131001","Alopecia areata (& ophiasis)","SNOMED"
40397294,"201155006","Ophiasic alopecia areata","SNOMED"
40405439,"201395002","[X]Other alopecia areata","SNOMED"
4300910,"403320008","Circumscribed alopecia areata of scalp","SNOMED"
4300911,"403321007","Circumscribed alopecia areata of eyelashes/eyebrows","SNOMED"
4300912,"403322000","Circumscribed alopecia areata of beard area","SNOMED"
4300913,"403323005","Circumscribed alopecia areata of limbs","SNOMED"
4300914,"403324004","Circumscribed alopecia areata of trunk","SNOMED"
44797953,"439541000000103","[X]Other alopecia areata","SNOMED"
4263194,"46586006","Diffuse alopecia areata","SNOMED"
4239312,"5860009","Ophiasis","SNOMED"
141933,"68225006","Alopecia areata","SNOMED"
36715349,"720980004","Alopecia, psychomotor epilepsy, periodontal pyorrhea, intellectual disability syndrome","SNOMED"
4300094,"77363004","Concentric alopecia areata","SNOMED"
4312756,"86166000","Alopecia universalis","SNOMED"
