"concept_id","concept_code","concept_name","vocabulary_id","pcornet_vocabulary_id"
45552194,"A69.0","Necrotizing ulcerative stomatitis","ICD10","10"
45547435,"B00.2","Herpesviral gingivostomatitis and pharyngotonsillitis","ICD10","10"
45585948,"B08.4","Enteroviral vesicular stomatitis with exanthem","ICD10","10"
45542559,"B37.0","Candidal stomatitis","ICD10","10"
45755441,"K12","Stomatitis and related lesions","ICD10","10"
45576979,"K12.0","Recurrent oral aphthae","ICD10","10"
45548143,"K12.1","Other forms of stomatitis","ICD10","10"
45552913,"K12.2","Cellulitis and abscess of mouth","ICD10","10"
45572196,"K12.3","Oral mucositis (ulcerative)","ICD10","10"
35205633,"A69.0","Necrotizing ulcerative stomatitis","ICD10CM","10"
35205729,"B00.2","Herpesviral gingivostomatitis and pharyngotonsillitis","ICD10CM","10"
35205755,"B08.4","Enteroviral vesicular stomatitis with exanthem","ICD10CM","10"
45532864,"B08.61","Bovine stomatitis","ICD10CM","10"
35205820,"B37.0","Candidal stomatitis","ICD10CM","10"
1569553,"K12","Stomatitis and related lesions","ICD10CM","10"
35208168,"K12.0","Recurrent oral aphthae","ICD10CM","10"
35208169,"K12.1","Other forms of stomatitis","ICD10CM","10"
35208170,"K12.2","Cellulitis and abscess of mouth","ICD10CM","10"
35208171,"K12.3","Oral mucositis (ulcerative)","ICD10CM","10"
45548144,"K12.30","Oral mucositis (ulcerative), unspecified","ICD10CM","10"
45591578,"K12.31","Oral mucositis (ulcerative) due to antineoplastic therapy","ICD10CM","10"
45548145,"K12.32","Oral mucositis (ulcerative) due to other drugs","ICD10CM","10"
45548146,"K12.33","Oral mucositis (ulcerative) due to radiation","ICD10CM","10"
45601151,"K12.39","Other oral mucositis (ulcerative)","ICD10CM","10"
35208172,"K12.4","Mucositis (ulcerative) due to to other drugs","ICD10CM","10"
44819365,"054.2","Herpetic gingivostomatitis","ICD9CM","09"
44821684,"059.11","Bovine stomatitis","ICD9CM","09"
44820564,"074.3","Hand, foot, and mouth disease","ICD9CM","09"
44829758,"078.4","Foot and mouth disease","ICD9CM","09"
44819773,"528","Diseases of the oral soft tissues, excluding lesions specific for gingiva and tongue","ICD9CM","09"
44819774,"528.0","Stomatitis and mucositis (ulcerative)","ICD9CM","09"
44819775,"528.00","Stomatitis and mucositis, unspecified","ICD9CM","09"
44826698,"528.01","Mucositis (ulcerative) due to antineoplastic therapy","ICD9CM","09"
44833627,"528.02","Mucositis (ulcerative) due to other drugs","ICD9CM","09"
44820920,"528.09","Other stomatitis and mucositis (ulcerative)","ICD9CM","09"
44832450,"528.1","Cancrum oris","ICD9CM","09"
44837154,"528.2","Oral aphthae","ICD9CM","09"
44836008,"528.3","Cellulitis and abscess of oral soft tissues","ICD9CM","09"
44827852,"528.4","Cysts of oral soft tissues","ICD9CM","09"
44826699,"528.5","Diseases of lips","ICD9CM","09"
44819776,"528.6","Leukoplakia of oral mucosa, including tongue","ICD9CM","09"
44820921,"528.7","Other disturbances of oral epithelium, including tongue","ICD9CM","09"
44827853,"528.71","Minimal keratinized residual ridge mucosa","ICD9CM","09"
44837155,"528.72","Excessive keratinized residual ridge mucosa","ICD9CM","09"
44834796,"528.79","Other disturbances of oral epithelium, including tongue","ICD9CM","09"
44823164,"528.8","Oral submucosal fibrosis, including of tongue","ICD9CM","09"
44827854,"528.9","Other and unspecified diseases of the oral soft tissues","ICD9CM","09"
46269921,"1089991000119109","Oral ulcerative mucositis due to antineoplastic therapy","SNOMED","SM"
760174,"1090391000119101","Recurrent oral gingivostomatitis caused by herpes simplex","SNOMED","SM"
40274727,"109619000","Nicotine stomatitis","SNOMED","SM"
4001155,"109774008","Uremic stomatitis","SNOMED","SM"
4001156,"109775009","Contact stomatitis","SNOMED","SM"
4001518,"109776005","Stomatitis medicamentosa","SNOMED","SM"
4001519,"109777001","Stomatitis areata migrans","SNOMED","SM"
4003009,"109787002","Inflammatory fibrous hyperplasia of mouth","SNOMED","SM"
40276904,"111877002","Vesicular stomatitis","SNOMED","SM"
4029162,"13953004","Vesicular stomatitis virus, Brazil","SNOMED","SM"
40299850,"140351000","O/E - angular stomatitis","SNOMED","SM"
40319591,"154334008","Herpetic gingivostomatitis","SNOMED","SM"
40319616,"154357002","Hand foot and mouth disease","SNOMED","SM"
40316621,"155644005","(Chronic gingivitis) or (gingivostomatitis)","SNOMED","SM"
40316638,"155660009","Stomatitis NOS","SNOMED","SM"
4060578,"163138007","O/E - angular stomatitis","SNOMED","SM"
4067090,"173599005","Acute necrotizing ulcerative gingivostomatitis","SNOMED","SM"
40258248,"175497008","Hand, foot and mouth disease","SNOMED","SM"
141055,"18116006","Cancrum oris","SNOMED","SM"
40384303,"186540009","Herpetic: [gingivostomatitis] or [cold sore] or [stomatitis]","SNOMED","SM"
40376546,"186664000","(Hand, foot & mouth disease) or (vesicular stomatitis with xanthem)","SNOMED","SM"
40377661,"186961005","Acute necrotizing ulcerative gingivostomatitis","SNOMED","SM"
4024820,"196527002","Stomatitis NOS","SNOMED","SM"
