concept_id,concept_code,concept_name,codeset
4261727,409966000,Acute diarrhea,diarrhea
196523,62315008,Diarrhea,diarrhea
4091519,249519007,Diarrhea and vomiting,diarrhea
4170302,275297005,"Diarrhea and vomiting, symptom",diarrhea
4134607,128333008,Diarrheal disorder,diarrhea
197484,43240000,Diarrhea of presumed infectious origin,diarrhea
4145808,267060006,Diarrhea symptom,diarrhea
198337,19213003,Infectious diarrheal disease,diarrhea
4104544,2919008,"Nausea, vomiting and diarrhea",diarrhea
4153574,268850004,Neonatal diarrhea,diarrhea
4249551,409587002,Severe diarrhea,diarrhea
4221087,39963006,Toddler diarrhea,diarrhea
37310283,1240571000000100,Gastroenteritis caused by 2019 novel coronavirus,diarrhea
